"emp_no","first_name","last_name","from_date","title","salary","to_date"
247411,"Anyuan","Hedayat","1991-02-14","Senior Staff",67972,"9999-01-01"
247412,"Jaihie","Brodie","1996-08-25","Senior Staff",51201,"9999-01-01"
247427,"Uinam","Schaaf","2000-07-13","Senior Engineer",55784,"9999-01-01"
247442,"Mantis","Fordan","1995-04-21","Senior Engineer",40000,"9999-01-01"
247449,"Anneli","Percebois","1996-06-07","Engineer",40000,"9999-01-01"
247453,"Khoa","Flasterstein","1994-07-26","Senior Staff",71454,"9999-01-01"
247458,"Minghong","Monkewich","1994-04-23","Staff",40000,"9999-01-01"
247472,"Mayuko","Rossi","1991-08-02","Senior Engineer",46274,"9999-01-01"
247477,"Alenka","Kropp","1988-03-07","Senior Staff",101744,"9999-01-01"
247485,"Mrinalini","Luby","1995-11-08","Senior Staff",56637,"9999-01-01"
247502,"Yinlin","Iivonen","1993-08-10","Senior Staff",88889,"9999-01-01"
247518,"Yefim","Siprelle","1986-05-16","Senior Engineer",56006,"9999-01-01"
247537,"Muzhong","Eldridge","1993-01-27","Senior Engineer",47016,"9999-01-01"
247538,"Fatemeh","Verspoor","1997-08-13","Senior Staff",70226,"9999-01-01"
247540,"Parviz","Murthy","1998-02-19","Staff",81111,"9999-01-01"
247559,"Yechezkel","Szilard","1999-11-21","Senior Staff",70081,"9999-01-01"
247577,"Yuqun","Pileggi","1994-12-01","Senior Engineer",59459,"9999-01-01"
247590,"Venkatesan","Chinen","1993-07-11","Senior Engineer",43530,"9999-01-01"
247594,"Paraskevi","Showalter","2001-09-21","Senior Engineer",47190,"9999-01-01"
247634,"Shiv","Axelband","2002-02-01","Engineer",40000,"9999-01-01"
247645,"Feiyu","Sundgren","1998-05-22","Engineer",40000,"9999-01-01"
247667,"Pranjal","Egerstedt","1986-09-06","Technique Leader",58836,"9999-01-01"
247677,"Weidon","Kavvadias","1993-10-03","Senior Staff",44528,"9999-01-01"
247678,"Vugranam","Khalid","1990-08-11","Senior Engineer",45231,"9999-01-01"
247681,"Alejandra","Muniz","1993-09-05","Senior Engineer",40000,"9999-01-01"
247689,"Gennadi","Fadgyas","1991-08-28","Senior Engineer",43909,"9999-01-01"
247702,"Elzbieta","Vidal","1991-02-12","Technique Leader",40000,"9999-01-01"
247706,"Goa","Sethi","1995-05-23","Senior Staff",52775,"9999-01-01"
247714,"Vivian","Swist","2000-03-13","Senior Staff",80889,"9999-01-01"
247715,"Harjit","Scharstein","1997-04-18","Senior Staff",81381,"9999-01-01"
247722,"Roselyn","Molenkamp","1999-03-18","Staff",40000,"9999-01-01"
247729,"Filipp","Morris","1991-12-04","Senior Engineer",51795,"9999-01-01"
247731,"Khatoun","Kopetz","1997-06-22","Engineer",40000,"9999-01-01"
247761,"Kazunori","Bresenham","1996-09-18","Senior Engineer",46434,"9999-01-01"
247763,"Remzi","Cincotta","1995-03-04","Senior Engineer",55402,"9999-01-01"
247769,"Vugranam","Melton","2000-06-29","Senior Engineer",40000,"9999-01-01"
247774,"Pranay","Jeansoulin","1993-02-06","Senior Engineer",69832,"9999-01-01"
247777,"Shen","Herath","1987-06-24","Senior Engineer",40000,"9999-01-01"
247784,"Ortrud","Kaelbling","2001-05-27","Senior Staff",45089,"9999-01-01"
247790,"Goo","Apsitis","1994-11-15","Senior Engineer",60397,"9999-01-01"
247807,"Aemilian","Azumi","1985-12-28","Technique Leader",40000,"9999-01-01"
247808,"Sadun","Mitina","2001-05-03","Senior Engineer",40000,"9999-01-01"
247817,"Chaoyi","Morrow","1995-01-03","Senior Engineer",55393,"9999-01-01"
247826,"Xiaoheng","Kopetz","1986-09-16","Senior Staff",40000,"9999-01-01"
247827,"Arif","Lund","2001-03-17","Senior Staff",82733,"9999-01-01"
247855,"Shao","Yamaashi","1993-03-07","Senior Staff",53566,"9999-01-01"
247858,"Conor","Fritzsche","1995-01-19","Senior Engineer",70843,"9999-01-01"
247860,"Inderjeet","Ruther","1988-01-24","Senior Staff",68643,"9999-01-01"
247863,"Pranav","Bugaenko","1990-05-18","Senior Engineer",40000,"9999-01-01"
247872,"Ger","Imataki","1992-06-05","Senior Staff",71823,"9999-01-01"
247876,"Felicidad","Beetstra","1998-07-28","Senior Engineer",58680,"9999-01-01"
247877,"Amabile","Jarecki","2000-09-11","Senior Staff",49858,"9999-01-01"
247878,"Doohun","Peha","2002-01-03","Senior Staff",54955,"9999-01-01"
247880,"Saniya","Oxenboll","1997-08-04","Staff",66704,"9999-01-01"
247887,"Ashish","Preusig","1996-04-05","Senior Staff",91473,"9999-01-01"
247898,"Karoline","Krohn","1994-11-24","Senior Staff",41154,"9999-01-01"
247900,"Tuval","Denis","1985-12-14","Senior Engineer",68940,"9999-01-01"
247910,"Mohan","Merli","1991-09-22","Senior Engineer",46059,"9999-01-01"
247919,"Volkmar","Piveteau","1997-02-25","Senior Engineer",48862,"9999-01-01"
247920,"Shunichi","Miculan","1991-07-10","Senior Staff",40000,"9999-01-01"
247942,"Marjo","Merle","1997-09-13","Engineer",63464,"9999-01-01"
247959,"Moni","Piancastelli","1991-10-12","Technique Leader",40000,"9999-01-01"
247963,"Charlene","Back","1995-10-28","Senior Engineer",40000,"9999-01-01"
247967,"Denny","Varker","1991-01-05","Technique Leader",49881,"9999-01-01"
247968,"Pintsang","Zweizig","1993-10-04","Senior Staff",61772,"9999-01-01"
247971,"Berni","Zweizig","1991-10-31","Senior Staff",73441,"9999-01-01"
247973,"Xuejun","Simmel","1995-03-22","Senior Engineer",40000,"9999-01-01"
247984,"Gaetan","Srimani","1999-01-26","Senior Staff",40000,"9999-01-01"
248000,"Turgut","Thorensen","1997-07-04","Engineer",40000,"9999-01-01"
248012,"Shirish","Menhoudj","1994-05-01","Senior Engineer",40000,"9999-01-01"
248019,"Adel","McDermid","2002-02-25","Senior Staff",44341,"9999-01-01"
248023,"Sverrir","Badache","1995-12-29","Senior Engineer",45706,"9999-01-01"
248035,"Chikako","Maraist","1997-03-22","Engineer",45760,"9999-01-01"
248038,"Golgen","Stellhorn","1995-05-09","Senior Engineer",52235,"9999-01-01"
248049,"Lunjin","Henseler","1998-03-27","Engineer",40000,"9999-01-01"
248050,"Conrado","Simmen","1998-06-27","Senior Staff",40000,"9999-01-01"
248056,"Suzette","Kroha","2000-11-23","Senior Engineer",49021,"9999-01-01"
248063,"Lidong","Genther","1997-08-14","Technique Leader",56626,"9999-01-01"
248066,"JiYoung","Hebden","1991-11-23","Senior Engineer",40000,"9999-01-01"
248083,"Zdislav","Wielonsky","1999-08-15","Technique Leader",40043,"9999-01-01"
248084,"Noritoshi","Renear","1999-01-26","Engineer",60370,"9999-01-01"
248085,"Emdad","Marciano","1997-03-31","Senior Engineer",46341,"9999-01-01"
248087,"Christoph","Engelmann","1988-09-17","Senior Engineer",40000,"9999-01-01"
248092,"Macha","Marzano","1995-11-11","Senior Staff",70442,"9999-01-01"
248130,"Jacqueline","Bahr","1996-08-26","Senior Staff",53992,"9999-01-01"
248134,"Fayez","Bernardeschi","1985-07-07","Technique Leader",40000,"9999-01-01"
248172,"Alassane","Couchot","1993-08-15","Senior Staff",48284,"9999-01-01"
248219,"Parviz","Levasseur","1993-04-22","Senior Engineer",54045,"9999-01-01"
248224,"Baruch","Ranta","1985-12-16","Senior Staff",87363,"9999-01-01"
248227,"Zhiguo","Spell","1989-12-09","Senior Engineer",40000,"9999-01-01"
248232,"Hinrich","Rodiger","1997-04-07","Staff",81411,"9999-01-01"
248233,"Annemarie","Dayana","1986-02-15","Technique Leader",54015,"9999-01-01"
248259,"Tze","Serre","1991-05-12","Senior Engineer",40000,"9999-01-01"
248264,"Niteen","Ligten","1994-11-08","Senior Engineer",44543,"9999-01-01"
248277,"Yinlin","Boyle","1986-09-03","Senior Staff",45872,"9999-01-01"
248292,"Arunas","Bugrara","1995-01-09","Senior Engineer",52830,"9999-01-01"
248295,"Francesca","Rathonyi","1991-10-28","Senior Staff",48665,"9999-01-01"
248303,"Subir","Hambrick","1996-02-03","Senior Engineer",50157,"9999-01-01"
248304,"Xiaoshan","Krohn","1993-03-10","Senior Engineer",56773,"9999-01-01"
248310,"Christophe","Ratnakar","2000-08-09","Senior Engineer",69869,"9999-01-01"
248320,"Phuoc","Rehfuss","1996-12-08","Senior Engineer",40000,"9999-01-01"
248324,"Rimli","Minakawa","1992-11-12","Senior Engineer",46534,"9999-01-01"
248327,"Xuejia","Siprelle","1996-05-01","Senior Staff",40000,"9999-01-01"
248335,"Gaetan","Tibblin","1986-05-23","Technique Leader",40000,"9999-01-01"
248336,"Amstein","Vitiello","2002-07-28","Senior Staff",76219,"9999-01-01"
248340,"Maris","Dalphin","1996-11-23","Engineer",40000,"9999-01-01"
248361,"Luigi","Axelband","1988-10-15","Senior Staff",40000,"9999-01-01"
248374,"Dipankar","Speckmann","1994-04-30","Senior Engineer",51583,"9999-01-01"
248377,"Felicidad","Luks","1999-06-17","Senior Engineer",40000,"9999-01-01"
248386,"Yannik","Ernst","1987-05-31","Senior Engineer",49574,"9999-01-01"
248389,"Yunming","Weedon","1985-09-11","Senior Staff",40000,"9999-01-01"
248416,"Lubomir","Ferretti","1993-01-29","Senior Engineer",56420,"9999-01-01"
248419,"Toshimo","Ranst","1993-11-17","Staff",57484,"9999-01-01"
248437,"Frederique","Porotnikoff","1994-01-20","Senior Staff",71767,"9999-01-01"
248443,"Zengping","Melton","1995-09-13","Senior Staff",40729,"9999-01-01"
248454,"Seongbae","Swab","2001-11-11","Senior Staff",51717,"9999-01-01"
248456,"Jinpo","Brender","1997-06-07","Senior Staff",58465,"9999-01-01"
248462,"Filipe","Gecsei","1998-04-07","Senior Engineer",55603,"9999-01-01"
248475,"Masoud","Wursthorn","1996-01-22","Senior Engineer",47060,"9999-01-01"
248486,"Karoline","Nishimukai","1991-04-06","Senior Staff",52833,"9999-01-01"
248502,"Sham","Vecchi","1997-10-09","Senior Engineer",53222,"9999-01-01"
248515,"Duro","Swiler","1992-04-30","Senior Staff",77147,"9999-01-01"
248537,"Fumino","Cyne","1995-08-28","Engineer",52564,"9999-01-01"
248542,"Pranay","Hitomi","1996-11-15","Senior Engineer",63887,"9999-01-01"
248544,"Basim","Murrill","1990-10-20","Senior Staff",65252,"9999-01-01"
248571,"Jiakeng","Vesna","2000-12-18","Senior Staff",62435,"9999-01-01"
248572,"Filipp","Fetvedt","1992-02-06","Senior Staff",95759,"9999-01-01"
248580,"Flemming","Borovoy","1995-07-24","Senior Staff",40000,"9999-01-01"
248586,"Divier","VanScheik","1993-12-02","Senior Engineer",40000,"9999-01-01"
248599,"Chinhyun","Luit","1998-11-15","Senior Staff",80295,"9999-01-01"
248600,"Gio","Condotta","1996-08-31","Senior Staff",46533,"9999-01-01"
248609,"Eirik","Chimia","1995-01-20","Engineer",46767,"9999-01-01"
248614,"True","Rodiger","1996-07-22","Staff",48798,"9999-01-01"
248626,"Yolla","Gruenwald","1991-12-19","Senior Engineer",44424,"9999-01-01"
248631,"Sungwon","Pezzoli","1994-12-25","Senior Staff",63144,"9999-01-01"
248632,"Zijian","Clemencon","1993-01-12","Senior Staff",74584,"9999-01-01"
248640,"Jessie","Eiter","1987-01-04","Senior Staff",43486,"9999-01-01"
248648,"Zhiwei","Schlenzig","2000-09-11","Senior Engineer",40000,"9999-01-01"
248650,"Vitali","Onuegbe","1999-09-27","Senior Staff",40000,"9999-01-01"
248659,"Yoshimitsu","Encarnacion","1999-05-07","Senior Engineer",40000,"9999-01-01"
248669,"Mansur","Perz","1994-09-05","Staff",74539,"9999-01-01"
248686,"Danil","Awdeh","1995-10-27","Senior Staff",40000,"9999-01-01"
248688,"Percy","Zlotek","1995-07-10","Senior Engineer",45640,"9999-01-01"
248706,"Panayotis","Azuma","1991-12-31","Senior Staff",81045,"9999-01-01"
248710,"Fabrizio","Hockney","1989-02-17","Senior Staff",63763,"9999-01-01"
248713,"Valter","Gaughan","2000-01-27","Engineer",40000,"9999-01-01"
248734,"Mostafa","Ranst","2001-12-10","Senior Engineer",41595,"9999-01-01"
248743,"Leif","Bahr","1993-03-27","Senior Engineer",40000,"9999-01-01"
248755,"Kyoichi","Ranka","1986-10-23","Technique Leader",45761,"9999-01-01"
248818,"Yefim","Suomi","1993-09-04","Senior Staff",50354,"9999-01-01"
248820,"Howell","Seiwald","1986-06-25","Technique Leader",55115,"9999-01-01"
248826,"Jaana","Oxenboll","1992-12-04","Technique Leader",40000,"9999-01-01"
248859,"Arvind","Baar","1994-03-06","Senior Staff",58958,"9999-01-01"
248860,"Sreenivas","Carrere","1998-03-03","Senior Engineer",42988,"9999-01-01"
248871,"Bokyung","Ozeki","1994-09-02","Senior Staff",45827,"9999-01-01"
248885,"Xiong","Kieras","1993-05-12","Senior Staff",82421,"9999-01-01"
248888,"Chikara","Thiran","1995-06-12","Senior Engineer",55705,"9999-01-01"
248902,"Lihong","Esteva","1992-08-02","Senior Staff",40000,"9999-01-01"
248908,"Adit","Peha","1998-08-09","Engineer",45468,"9999-01-01"
248933,"Insup","Miyakawa","1997-05-20","Senior Staff",40000,"9999-01-01"
248939,"Paris","Ghelli","1996-11-09","Staff",85101,"9999-01-01"
248951,"Matt","Zultner","1998-10-13","Engineer",47357,"9999-01-01"
248957,"Tomokazu","Peyn","1987-08-16","Senior Staff",59820,"9999-01-01"
248959,"Elrique","Noriega","1996-01-18","Senior Staff",62838,"9999-01-01"
248965,"Mack","Spinelli","1991-04-15","Senior Staff",69156,"9999-01-01"
248973,"Slavian","Akaboshi","1997-03-27","Senior Staff",56807,"9999-01-01"
248979,"Bezalel","Pezzoli","1994-08-16","Senior Staff",90062,"9999-01-01"
248988,"Lokesh","Wynblatt","1993-09-28","Staff",65731,"9999-01-01"
248989,"Radoslaw","Giarratana","1995-03-13","Senior Engineer",40000,"9999-01-01"
248994,"Heping","Picaronny","1988-08-17","Senior Staff",65894,"9999-01-01"
248996,"Basim","Sewelson","2002-01-29","Senior Staff",40000,"9999-01-01"
249003,"Saniya","Bondorf","1996-01-18","Senior Engineer",40000,"9999-01-01"
249011,"JoAnne","Fargier","1995-07-27","Senior Staff",42644,"9999-01-01"
249034,"Arun","Ranum","1995-04-11","Technique Leader",47627,"9999-01-01"
249045,"Dinkar","Businaro","1991-02-14","Senior Staff",48246,"9999-01-01"
249052,"Houman","Awdeh","1997-03-02","Assistant Engineer",40000,"9999-01-01"
249067,"Geoff","Hasenauer","1987-05-19","Technique Leader",41079,"9999-01-01"
249078,"Tremaine","Orlowska","1994-04-10","Senior Engineer",49049,"9999-01-01"
249093,"Koldo","Sridhar","1998-11-29","Senior Engineer",40000,"9999-01-01"
249094,"Subhrajyoti","Siepmann","1998-09-02","Assistant Engineer",64641,"9999-01-01"
249110,"Yongmao","Lund","1999-06-21","Staff",59664,"9999-01-01"
249117,"Ugo","Silva","1988-12-25","Technique Leader",67615,"9999-01-01"
249121,"Pantung","Turnbull","1998-03-20","Senior Engineer",51340,"9999-01-01"
249153,"Arfst","Bridgland","1995-12-05","Senior Staff",40000,"9999-01-01"
249159,"Marjo","Dichev","1986-05-31","Senior Staff",69111,"9999-01-01"
249166,"Yuguang","Cooley","1985-11-13","Senior Staff",40000,"9999-01-01"
249170,"Masaru","Clouatre","1996-06-15","Engineer",76490,"9999-01-01"
249174,"Adam","Vernadat","1991-10-11","Senior Engineer",89375,"9999-01-01"
249193,"Fan","Radhakrishnan","1991-05-27","Senior Engineer",58936,"9999-01-01"
249194,"Yongmin","Gimbel","1992-03-09","Senior Engineer",41609,"9999-01-01"
249222,"Sverrir","Srimani","1995-07-01","Senior Engineer",40000,"9999-01-01"
249225,"Luise","Horswill","1996-10-01","Engineer",40000,"9999-01-01"
249227,"Manton","Chorvat","1998-03-01","Engineer",41634,"9999-01-01"
249233,"Mara","McAffer","1986-07-14","Senior Engineer",42914,"9999-01-01"
249237,"Moti","Ciolek","2001-05-17","Senior Engineer",40000,"9999-01-01"
249238,"Khaled","Lampe","1999-01-28","Senior Staff",47039,"9999-01-01"
249245,"Ramzi","Baaz","2001-01-27","Senior Staff",64553,"9999-01-01"
249261,"Gil","Pettis","1998-02-18","Senior Staff",70545,"9999-01-01"
249276,"Arra","Matheson","1991-03-24","Senior Staff",62183,"9999-01-01"
249288,"Youngkon","Marsiglia","1999-04-07","Engineer",67652,"9999-01-01"
249299,"Shaleah","Hebert","1992-11-18","Senior Engineer",53262,"9999-01-01"
249324,"Chinya","Androutsos","1998-07-11","Engineer",40000,"9999-01-01"
249339,"Seongbin","Coors","1985-03-18","Senior Engineer",59037,"9999-01-01"
249341,"Miquel","Reinhart","1995-05-23","Senior Staff",74912,"9999-01-01"
249343,"Radhika","Zumaque","1996-01-04","Senior Engineer",40000,"9999-01-01"
249355,"Manu","Kalafatis","1997-08-13","Senior Staff",85370,"9999-01-01"
249369,"Lidong","Chinen","1993-08-30","Senior Engineer",72202,"9999-01-01"
249381,"Guiseppe","Chappelet","1996-07-15","Senior Engineer",40000,"9999-01-01"
249387,"Geraldo","Bharadwaj","1994-11-11","Senior Staff",70177,"9999-01-01"
249394,"Shiv","Crabtree","1991-06-07","Senior Engineer",40000,"9999-01-01"
249395,"Shooichi","Falby","1999-11-04","Senior Staff",53713,"9999-01-01"
249399,"Aran","Eugenio","1998-06-11","Senior Engineer",40000,"9999-01-01"
249409,"Mrinalini","Soicher","1994-02-17","Senior Staff",53668,"9999-01-01"
249410,"Caolyn","Comyn","1998-05-04","Assistant Engineer",46630,"9999-01-01"
249411,"Kwan","Gulik","1994-03-27","Senior Staff",84575,"9999-01-01"
249415,"Panayotis","Noriega","1996-06-16","Senior Engineer",46429,"9999-01-01"
249417,"Heng","DasSarma","1999-07-13","Senior Engineer",40000,"9999-01-01"
249429,"Gill","Hainaut","1993-12-17","Senior Engineer",48628,"9999-01-01"
249439,"Billur","Sidhu","1998-10-25","Engineer",65081,"9999-01-01"
249453,"Shim","Merle","1998-10-16","Senior Engineer",40000,"9999-01-01"
249457,"Gonzalo","Frezza","1992-04-08","Senior Staff",40000,"9999-01-01"
249468,"Yakkov","Ibel","1993-07-08","Senior Staff",55927,"9999-01-01"
249479,"Pintsang","Brodal","1999-05-10","Senior Engineer",40000,"9999-01-01"
249506,"Alagu","Braunschweig","1991-08-29","Senior Staff",58916,"9999-01-01"
249507,"Tommaso","Sommer","1991-03-22","Senior Staff",48088,"9999-01-01"
249515,"Dinkar","Carrera","1997-01-29","Senior Engineer",40000,"9999-01-01"
249520,"Chenye","Kemmerer","2000-02-18","Senior Engineer",52651,"9999-01-01"
249528,"Bader","Spataro","1988-05-23","Senior Engineer",40000,"9999-01-01"
249534,"Tran","Zykh","1997-09-03","Senior Engineer",44630,"9999-01-01"
249535,"Gopalakrishnan","Camurati","1985-12-07","Senior Engineer",40000,"9999-01-01"
249547,"Gen","Uchoa","1997-03-24","Senior Staff",40000,"9999-01-01"
249548,"Freyja","Jiafu","1999-05-29","Engineer",63507,"9999-01-01"
249549,"Hitomi","Skafidas","1998-12-08","Senior Engineer",49196,"9999-01-01"
249559,"Yuichiro","Flanders","1996-05-28","Senior Engineer",40000,"9999-01-01"
249567,"Mostafa","Yetto","1991-05-14","Senior Staff",46671,"9999-01-01"
249568,"Khosrow","Crelier","1985-12-17","Senior Engineer",40000,"9999-01-01"
249578,"Atreyi","Cheshire","1999-04-09","Senior Engineer",44196,"9999-01-01"
249591,"Shaw","Mersereau","1991-04-15","Senior Engineer",45815,"9999-01-01"
249602,"Feiyu","Munos","1994-09-21","Senior Staff",40000,"9999-01-01"
249603,"Xiaopeng","Seuren","1996-05-23","Staff",43340,"9999-01-01"
249607,"Yongqiao","Mahnke","1995-11-13","Senior Engineer",40974,"9999-01-01"
249609,"Kasturi","Pietrzykowski","1995-03-20","Senior Staff",64249,"9999-01-01"
249610,"Tesuya","Puppe","1994-07-03","Senior Staff",40000,"9999-01-01"
249613,"Magy","Onuegbe","1995-05-13","Senior Staff",50443,"9999-01-01"
249624,"Morris","Brandsma","1997-02-03","Senior Staff",65649,"9999-01-01"
249642,"Yonghong","dAstous","1988-10-30","Senior Engineer",59298,"9999-01-01"
249645,"Cathie","Pokrovskii","1995-09-15","Senior Engineer",40194,"9999-01-01"
249646,"Alper","Boudaillier","1988-11-01","Senior Engineer",49232,"9999-01-01"
249654,"JoAnna","Zizka","1997-02-27","Senior Staff",91034,"9999-01-01"
249663,"Xuedong","Braccini","1999-12-21","Staff",71103,"9999-01-01"
249667,"Shawna","Walston","1993-01-03","Senior Staff",70280,"9999-01-01"
249673,"Naraig","Klerer","1997-08-29","Senior Staff",74464,"9999-01-01"
249694,"Uriel","Hutton","1988-09-10","Senior Engineer",51914,"9999-01-01"
249696,"Elrique","Whitcomb","2001-11-07","Senior Engineer",50602,"9999-01-01"
249697,"Mario","Kuzuoka","1997-11-29","Senior Engineer",43164,"9999-01-01"
249708,"Anoosh","Orlowski","1994-10-23","Technique Leader",54049,"9999-01-01"
249711,"Georg","Zambonelli","1998-04-20","Senior Staff",65758,"9999-01-01"
249719,"Xiaoheng","Staudhammer","1997-06-15","Staff",40000,"9999-01-01"
249720,"Dipayan","Strehl","1998-08-09","Senior Staff",86813,"9999-01-01"
249721,"Nigel","McConalogue","1998-07-20","Staff",62255,"9999-01-01"
249729,"Aiichiro","Redmiles","1991-07-26","Senior Engineer",40000,"9999-01-01"
249732,"Kolar","Hiroyama","1993-03-12","Senior Staff",48458,"9999-01-01"
249736,"Mari","Polajnar","1992-12-05","Technique Leader",58937,"9999-01-01"
249750,"Sampalli","Koblitz","1997-09-23","Senior Staff",51167,"9999-01-01"
249758,"Serge","Klerer","1988-04-17","Technique Leader",46877,"9999-01-01"
249761,"Mayumi","Hoppenstand","1987-02-05","Technique Leader",53240,"9999-01-01"
249763,"Josyula","Feldmann","2001-06-24","Senior Staff",52128,"9999-01-01"
249765,"Apostol","Oxenboll","1993-10-03","Senior Engineer",61674,"9999-01-01"
249802,"Rasiah","Pearson","1999-01-18","Engineer",46619,"9999-01-01"
249805,"Kitty","Bazzichi","2000-10-19","Senior Engineer",63973,"9999-01-01"
249806,"Mantis","Ratnaker","1988-02-12","Senior Engineer",40000,"9999-01-01"
249809,"Xuejun","Peot","1985-09-18","Senior Staff",40000,"9999-01-01"
249822,"Sergi","Cairo","1988-03-06","Senior Staff",84741,"9999-01-01"
249827,"Michaela","Perna","1993-12-20","Senior Staff",69504,"9999-01-01"
249830,"Willard","Simmen","1993-02-01","Senior Engineer",68635,"9999-01-01"
249843,"Visit","Kandlur","1999-03-22","Engineer",63710,"9999-01-01"
249852,"Ziya","Schade","1993-09-17","Senior Staff",94722,"9999-01-01"
249863,"Masali","Chiola","1999-04-10","Senior Staff",40000,"9999-01-01"
249880,"Zito","Eickenmeyer","1991-10-22","Senior Engineer",47278,"9999-01-01"
249886,"Radhika","Rossi","1997-01-22","Engineer",63142,"9999-01-01"
249900,"Kasturi","Janocha","1993-09-23","Senior Engineer",46563,"9999-01-01"
249907,"Odoardo","Kumaresan","1995-12-04","Technique Leader",47031,"9999-01-01"
249912,"Moni","Itschner","1998-05-12","Engineer",51376,"9999-01-01"
249923,"Bowen","Frijda","1995-03-08","Engineer",59199,"9999-01-01"
249924,"Remmert","Bale","1997-11-04","Senior Engineer",53995,"9999-01-01"
249931,"Berna","Oaver","1999-06-18","Staff",45632,"9999-01-01"
249947,"Arfst","Farrar","1996-04-07","Engineer",70544,"9999-01-01"
249958,"Marjo","Bergere","1996-10-25","Staff",61788,"9999-01-01"
249968,"Suebskul","Birge","1994-02-22","Engineer",40000,"9999-01-01"
249971,"Christoper","Tzvieli","1997-02-15","Engineer",57150,"9999-01-01"
249979,"Cullen","Pearson","1996-07-22","Senior Engineer",41887,"9999-01-01"
249988,"Masako","Casperson","1999-04-01","Senior Staff",77921,"9999-01-01"
250000,"Arch","Landherr","1987-11-22","Senior Engineer",50402,"9999-01-01"
250004,"Marit","Cannard","1991-02-15","Senior Engineer",45540,"9999-01-01"
250005,"Shooichi","Hagimont","1997-09-29","Senior Engineer",40000,"9999-01-01"
250006,"Deborah","Spataro","1994-12-09","Senior Staff",84272,"9999-01-01"
250015,"DAIDA","Coombs","1996-10-04","Staff",63339,"9999-01-01"
250023,"Xudong","Kuszyk","1996-01-19","Engineer",40000,"9999-01-01"
250026,"Sigeru","Cooke","1994-04-26","Senior Engineer",40789,"9999-01-01"
250039,"Sumali","Maierhofer","1994-12-30","Technique Leader",50165,"9999-01-01"
250068,"Kyoichi","Ghemri","1994-01-06","Senior Staff",78666,"9999-01-01"
250079,"Fusako","Bouloucos","1995-12-25","Senior Staff",61346,"9999-01-01"
250080,"Zhensheng","Nitsche","1994-08-24","Senior Engineer",50189,"9999-01-01"
250083,"Zine","Matzel","1994-06-28","Senior Staff",49788,"9999-01-01"
250117,"Minghong","Mahnke","1996-09-28","Senior Staff",50086,"9999-01-01"
250127,"Anwar","Bahl","1996-12-11","Engineer",58136,"9999-01-01"
250129,"Karoline","Duclos","2002-06-03","Senior Engineer",40000,"9999-01-01"
250130,"Shigeo","Mersereau","1991-03-09","Senior Engineer",50868,"9999-01-01"
250141,"Brewster","Chenney","1993-05-24","Senior Staff",46120,"9999-01-01"
250158,"Arie","Ritzmann","1994-05-17","Senior Engineer",51935,"9999-01-01"
250163,"Margareta","Saoudi","1997-12-08","Senior Engineer",40000,"9999-01-01"
250169,"Henk","Baja","1986-04-19","Senior Engineer",41737,"9999-01-01"
250211,"Kersti","Cronan","2001-11-25","Senior Staff",40000,"9999-01-01"
250213,"Berhard","Murrill","1993-11-15","Senior Engineer",40000,"9999-01-01"
250218,"Uriel","Zongker","1994-01-24","Senior Engineer",41127,"9999-01-01"
250225,"Fuqing","Beerel","1992-06-20","Senior Engineer",50176,"9999-01-01"
250241,"Chuanti","Shigei","2001-07-06","Senior Staff",40000,"9999-01-01"
250244,"Shunichi","Muntz","1987-11-14","Senior Staff",86983,"9999-01-01"
250257,"Sachio","Huttel","1998-06-15","Senior Engineer",40000,"9999-01-01"
250260,"Baoqiu","Aloia","1992-07-28","Senior Staff",58362,"9999-01-01"
250264,"Shir","Gecseg","1993-03-14","Senior Staff",55929,"9999-01-01"
250272,"Khalil","Birch","2001-10-19","Senior Engineer",49754,"9999-01-01"
250276,"Teruyuki","Schneeberger","1988-07-15","Senior Engineer",40000,"9999-01-01"
250304,"Brigham","Rusterholz","1998-11-03","Staff",40000,"9999-01-01"
250331,"Vitaly","Roohalamini","1999-04-30","Technique Leader",40236,"9999-01-01"
250339,"Jongsuk","Ferriere","1998-10-04","Senior Staff",54198,"9999-01-01"
250356,"Persi","Pocchiola","1993-12-31","Senior Staff",59273,"9999-01-01"
250376,"Boutros","Leijenhorst","1986-10-26","Senior Staff",88891,"9999-01-01"
250384,"Basem","Raoux","1990-05-22","Senior Engineer",40000,"9999-01-01"
250387,"Roded","Trogemann","1996-01-11","Senior Engineer",43196,"9999-01-01"
250389,"Zeydy","Ouhyoung","1998-12-07","Engineer",47454,"9999-01-01"
250405,"Sakthirel","Fetvedt","2000-04-22","Senior Staff",43014,"9999-01-01"
250418,"Yannis","Cools","2000-02-16","Senior Staff",71357,"9999-01-01"
250419,"Greger","Bottner","1999-03-28","Engineer",40000,"9999-01-01"
250420,"Danel","Conta","1993-11-13","Senior Staff",49702,"9999-01-01"
250423,"Tua","Krupka","1991-06-10","Senior Staff",43880,"9999-01-01"
250428,"Shigeu","Reinhart","1999-09-07","Senior Engineer",40000,"9999-01-01"
250454,"Paddy","Bardell","1994-07-29","Engineer",74164,"9999-01-01"
250462,"Vesna","Koyama","1993-08-24","Technique Leader",41223,"9999-01-01"
250464,"Florian","Gimbel","1994-10-19","Senior Staff",85561,"9999-01-01"
250470,"Nimmagadda","Barvinok","1988-09-25","Senior Staff",40000,"9999-01-01"
